State,Year,GDP (Millions of dollars),Population (Number of persons),Personal Income (Dollars),FIPS Code,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
South Dakota,1982,7011.8,690597,10153,46.0,498666.6666666667,333736.8333333333,66.91666666666667,315607.1666666667,63.300000000000004,18129.666666666668,5.425
South Dakota,1981,6653.4,689584,9648,46.0,496750.0,333859.75,67.22500000000001,317773.5833333333,63.99166666666667,16086.166666666666,4.808333333333333
South Dakota,1979,5665.4,689018,8222,46.0,492916.6666666667,326953.5,66.33333333333333,315994.5,64.10833333333333,10959.0,3.358333333333333
South Dakota,1978,5142.5,689293,7460,46.0,490000.0,322807.0,65.875,312587.6666666667,63.791666666666664,10219.333333333334,3.158333333333333
South Dakota,1977,4462.6,688992,6477,46.0,486583.3333333333,317315.0,65.21666666666667,306591.5,62.99166666666667,10723.5,3.375
South Dakota,1976,3932.8,686843,5726,46.0,480583.3333333333,310519.5,64.60000000000001,300226.25,62.449999999999996,10293.25,3.3166666666666664
Tennessee,1988,71613.1,4822438,14850,47.0,3720666.6666666665,2334524.25,62.73333333333333,2199482.4166666665,59.11666666666667,135041.83333333334,5.791666666666667
Tennessee,2010,227613.0,6356320,35809,47.0,4925389.5,3093425.9166666665,62.80833333333333,2789762.5833333335,56.65,303663.3333333333,9.825000000000001
Tennessee,1999,145231.9,5638706,25756,47.0,4317552.833333333,2844169.1666666665,65.89166666666667,2731484.75,63.25833333333333,112684.41666666667,3.9583333333333335
Tennessee,2021,396986.1,6963709,57008,47.0,5523361.5,3325712.75,60.208333333333336,3176235.9166666665,57.5,149476.83333333334,4.491666666666666
Tennessee,1995,114276.1,5326936,21452,47.0,4075572.5,2723813.6666666665,66.83333333333333,2583456.75,63.4,140356.91666666666,5.158333333333333
Tennessee,1985,57197.6,4715292,12130,47.0,3595666.6666666665,2252720.75,62.666666666666664,2074195.0,57.675000000000004,178525.75,7.916666666666667
Tennessee,2017,299307.7,6739437,44411,47.0,5284932.0,3196432.3333333335,60.49166666666667,3076846.0833333335,58.225,119586.25,3.75
Tennessee,2006,200188.9,6088766,32878,47.0,4692392.333333333,3014541.9166666665,64.21666666666667,2855331.4166666665,60.86666666666667,159210.5,5.275
Tennessee,1984,53445.3,4686743,11403,47.0,3542000.0,2226504.5833333335,62.86666666666667,2029954.3333333333,57.31666666666666,196550.25,8.841666666666667
Tennessee,1980,38090.0,4600252,8280,47.0,3399000.0,2071460.5,60.94166666666666,1921593.5833333333,56.53333333333333,149866.91666666666,7.2250000000000005
Tennessee,1976,24519.7,4329160,5664,47.0,3112916.6666666665,1859821.25,59.75,1746418.0,56.083333333333336,113403.25,6.1000000000000005
Tennessee,1977,27175.8,4401939,6174,47.0,3188166.6666666665,1937389.5,60.76666666666667,1816218.8333333333,56.975,121170.66666666667,6.266666666666667
Tennessee,1978,30979.3,4461639,6943,47.0,3254166.6666666665,1977647.0833333333,60.775,1862280.0,57.23333333333333,115367.08333333333,5.841666666666666
Tennessee,1979,34544.0,4533297,7620,47.0,3330416.6666666665,2037798.25,61.18333333333334,1918530.1666666667,57.61666666666667,119268.08333333333,5.858333333333333
Tennessee,1981,42374.4,4627662,9157,47.0,3441750.0,2113647.6666666665,61.4,1925553.25,55.94166666666666,188094.41666666666,8.9
Tennessee,1982,45036.0,4646043,9693,47.0,3476416.6666666665,2133788.25,61.375,1884619.6666666667,54.208333333333336,249168.58333333334,11.674999999999999
Tennessee,1983,48073.6,4659757,10317,47.0,3504916.6666666665,2182912.0833333335,62.28333333333333,1928913.75,55.03333333333333,253998.33333333334,11.65
Tennessee,1986,61206.5,4738708,12916,47.0,3628750.0,2293187.5,63.19166666666666,2111823.4166666665,58.19166666666666,181364.08333333334,7.8999999999999995
Tennessee,1987,65770.3,4782939,13751,47.0,3680250.0,2330070.25,63.324999999999996,2174276.0833333335,59.083333333333336,155794.16666666666,6.691666666666666
Tennessee,1989,76875.7,4854432,15836,47.0,3752583.3333333335,2363358.5,62.98333333333334,2242892.5833333335,59.76666666666667,120465.91666666667,5.083333333333333
Tennessee,1990,81787.2,4894492,16710,47.0,3765396.1666666665,2397807.25,63.69166666666666,2269787.4166666665,60.28333333333333,128019.83333333333,5.3500000000000005
Tennessee,1991,86093.1,4966587,17334,47.0,3822508.9166666665,2419414.25,63.28333333333333,2259552.9166666665,59.125,159861.33333333334,6.6000000000000005
Tennessee,1992,94022.4,5049742,18619,47.0,3875816.4166666665,2468144.1666666665,63.68333333333334,2309022.25,59.583333333333336,159121.91666666666,6.45
Tennessee,1993,100041.6,5137584,19472,47.0,3936540.6666666665,2535429.0833333335,64.41666666666667,2387317.25,60.65833333333333,148111.83333333334,5.8500000000000005
Tennessee,1994,106434.0,5231438,20345,47.0,4003264.9166666665,2656783.25,66.36666666666666,2529433.1666666665,63.175000000000004,127350.08333333333,4.808333333333334
Tennessee,1996,120649.3,5416643,22274,47.0,4150130.1666666665,2762708.8333333335,66.575,2620087.5,63.13333333333333,142621.33333333334,5.166666666666667
Tennessee,1997,127785.2,5499233,23237,47.0,4218937.75,2780897.75,65.925,2634682.9166666665,62.458333333333336,146214.83333333334,5.266666666666667
Tennessee,1998,139760.3,5570045,25091,47.0,4272661.916666667,2810728.0833333335,65.78333333333333,2688971.25,62.94166666666666,121756.83333333333,4.3500000000000005
Tennessee,2000,153990.1,5703719,26998,47.0,4358398.833333333,2849349.3333333335,65.35833333333333,2738997.8333333335,62.84166666666667,110351.5,3.8666666666666667
Tennessee,2001,158125.3,5750789,27496,47.0,4401203.75,2857507.5,64.91666666666667,2728343.25,61.99166666666667,129164.25,4.516666666666667
Tennessee,2002,162879.4,5795918,28102,47.0,4444870.583333333,2898823.75,65.21666666666667,2750374.8333333335,61.875,148448.91666666666,5.125
Tennessee,2003,169929.5,5847812,29059,47.0,4492255.083333333,2904920.75,64.66666666666667,2744932.4166666665,61.11666666666667,159988.33333333334,5.508333333333333
Tennessee,2004,179892.9,5910809,30435,47.0,4541581.083333333,2895816.6666666665,63.75833333333333,2740891.5,60.35833333333333,154925.16666666666,5.3500000000000005
Tennessee,2005,188177.6,5991057,31410,47.0,4610116.833333333,2899068.0,62.89166666666667,2739023.3333333335,59.416666666666664,160044.66666666666,5.5249999999999995
Tennessee,2007,209746.8,6175727,33963,47.0,4760073.75,3043346.25,63.93333333333334,2902259.3333333335,60.975,141086.91666666666,4.633333333333334
Tennessee,2008,218372.5,6247411,34954,47.0,4821665.0,3061114.6666666665,63.49166666666667,2861323.0,59.34166666666667,199791.66666666666,6.516666666666667
Tennessee,2009,217094.7,6306019,34427,47.0,4868440.583333333,3033548.5,62.30833333333334,2726455.75,56.00833333333333,307092.75,10.116666666666667
Tennessee,2011,241431.7,6404344,37698,47.0,4973466.083333333,3116957.0,62.68333333333334,2832976.3333333335,56.958333333333336,283980.6666666667,9.108333333333333
Tennessee,2012,252592.3,6463111,39082,47.0,5020351.083333333,3096360.25,61.68333333333334,2849574.25,56.76666666666667,246786.0,7.958333333333333
Tennessee,2018,316176.5,6806545,46452,47.0,5342695.833333333,3257684.4166666665,60.975,3144142.25,58.85,113542.16666666667,3.5
Tennessee,2019,335496.9,6862378,48889,47.0,5397377.75,3335453.1666666665,61.791666666666664,3223988.4166666665,59.73333333333333,111464.75,3.341666666666667
Tennessee,2020,359633.6,6926091,51924,47.0,5466861.583333333,3301412.1666666665,60.39166666666667,3054365.5833333335,55.85833333333333,247046.58333333334,7.533333333333334
Tennessee,2022,411035.1,7048976,58311,47.0,5595305.833333333,3353447.9166666665,59.925000000000004,3240306.0833333335,57.90833333333333,113141.83333333333,3.3666666666666667
Tennessee,2015,277356.1,6612901,41942,47.0,5159198.5,3074389.8333333335,59.6,2903377.75,56.28333333333333,171012.08333333334,5.566666666666666
Tennessee,2016,286532.3,6672356,42943,47.0,5213936.333333333,3136741.8333333335,60.166666666666664,2987419.9166666665,57.291666666666664,149321.91666666666,4.758333333333334
Tennessee,2013,254464.6,6507640,39102,47.0,5064574.833333333,3079368.4166666665,60.80833333333334,2841454.5,56.11666666666667,237913.91666666666,7.7250000000000005
Tennessee,2014,263856.0,6558710,40230,47.0,5109856.0,3043608.0,59.56666666666666,2842363.9166666665,55.63333333333333,201244.08333333334,6.6000000000000005
Texas,1980,143179.4,14338208,9986,48.0,10222500.0,6762417.75,66.14166666666667,6408235.75,62.68333333333334,354182.0,5.25
Texas,1984,216621.1,16007088,13533,48.0,11528416.666666666,7879458.75,68.34166666666667,7394399.583333333,64.14999999999999,485059.1666666667,6.158333333333334
Texas,2006,827439.7,23359580,35422,48.0,17004846.416666668,11335464.916666666,66.675,10768741.75,63.31666666666666,566723.1666666666,5.0
Texas,2017,1367826.0,28192251,48518,48.0,21135080.0,13473313.25,63.75,12887241.75,60.98333333333333,586071.5,4.341666666666667
Texas,1985,233449.0,16272722,14346,48.0,11752250.0,8081937.833333333,68.78333333333335,7514362.0,63.94166666666666,567575.8333333334,7.0249999999999995
Texas,1995,402352.7,18958751,21223,48.0,13815490.0,9576081.416666666,69.33333333333333,8990546.916666666,65.09166666666667,585534.5,6.116666666666667
Texas,2021,1789719.4,29561286,60543,48.0,22534721.166666668,14313774.25,63.51666666666667,13505968.666666666,59.93333333333334,807805.5833333334,5.6499999999999995
Texas,1999,543797.6,20558220,26452,48.0,14925354.916666666,10268397.0,68.8,9784383.0,65.55833333333334,484014.0,4.7250000000000005
Texas,2010,982052.8,25238863,38910,48.0,18567149.333333332,12258425.083333334,66.025,11255545.25,60.63333333333333,1002879.8333333334,8.191666666666666
Texas,1988,258008.1,16667040,15480,48.0,12076500.0,8351639.083333333,69.175,7731546.333333333,64.01666666666667,620092.75,7.416666666666667
Texas,2014,1257639.6,26907878,46739,48.0,20086438.0,13006807.666666666,64.75,12333298.416666666,61.4,673509.25,5.191666666666666
Texas,2013,1173747.4,26438164,44396,48.0,19686190.583333332,12833157.666666666,65.2,12025234.166666666,61.074999999999996,807923.5,6.3
Texas,2016,1276330.6,27830020,45862,48.0,20905006.583333332,13348141.25,63.849999999999994,12727661.833333334,60.9,620479.4166666666,4.6499999999999995
Texas,2015,1281170.1,27399070,46760,48.0,20509246.666666668,13091904.333333334,63.85,12506142.416666666,60.975,585761.9166666666,4.483333333333333
Texas,2022,1879419.6,30029848,62585,48.0,22962733.25,14658246.083333334,63.84166666666667,14089994.583333334,61.35,568251.5,3.875
Texas,2020,1611228.3,29234361,55114,48.0,22170936.916666668,13949644.75,62.916666666666664,12876490.583333334,58.09166666666667,1073154.1666666667,7.7250000000000005
Texas,2019,1536597.0,28857754,53247,48.0,21776098.0,13923522.833333334,63.94166666666666,13431852.083333334,61.68333333333334,491670.75,3.525
Texas,2018,1463789.8,28510878,51341,48.0,21443060.75,13712789.75,63.93333333333333,13176523.75,61.44166666666666,536266.0,3.9
Texas,2012,1142887.5,26055816,43863,48.0,19328315.416666668,12641404.416666666,65.40833333333335,11795768.916666666,61.041666666666664,845635.5,6.708333333333333
Texas,2011,1074858.0,25630063,41937,48.0,18967567.75,12500076.25,65.90833333333335,11498484.166666666,60.61666666666667,1001592.0833333334,8.016666666666667
Texas,2009,923470.7,24801761,37234,48.0,18091029.166666668,11948190.916666666,66.05,11047774.666666666,61.074999999999996,900416.25,7.541666666666667
Texas,2008,968499.3,24309039,39841,48.0,17740350.333333332,11678849.083333334,65.83333333333333,11108770.666666666,62.60833333333333,570078.4166666666,4.866666666666666
Texas,2007,878902.4,23831983,36879,48.0,17390495.333333332,11441626.75,65.79166666666667,10942617.166666666,62.93333333333333,499009.5833333333,4.366666666666666
Texas,2005,754775.9,22778123,33136,48.0,16623005.416666666,11172303.666666666,67.20833333333333,10562009.666666666,63.541666666666664,610294.0,5.458333333333333
Texas,2004,696381.3,22394023,31097,48.0,16322711.833333334,10995044.083333334,67.35833333333333,10334618.0,63.30833333333334,660426.0833333334,6.016666666666667
Texas,2003,664814.9,22030931,30176,48.0,16050108.333333334,10909402.75,67.98333333333333,10175185.583333334,63.39166666666667,734217.1666666666,6.733333333333333
Texas,2002,639443.1,21690325,29481,48.0,15780779.75,10743346.666666666,68.05833333333332,10061499.833333334,63.75,681846.8333333334,6.358333333333333
Texas,2001,631080.2,21319622,29601,48.0,15494856.916666666,10536998.0,68.0,10013468.583333334,64.625,523529.4166666667,4.958333333333333
Texas,2000,591738.3,20944499,28253,48.0,15200556.833333334,10388753.666666666,68.35,9932977.666666666,65.34166666666667,455776.0,4.383333333333334
Texas,1998,514882.6,20157531,25543,48.0,14638305.333333334,10116789.25,69.10000000000001,9615173.666666666,65.68333333333334,501615.5833333333,4.966666666666667
Texas,1997,472267.8,19740317,23924,48.0,14351589.083333334,9916035.583333334,69.10000000000001,9381418.583333334,65.375,534617.0,5.391666666666667
Texas,1996,432484.5,19340342,22362,48.0,14072456.25,9728403.666666666,69.13333333333333,9168805.833333334,65.15833333333333,559597.8333333334,5.75
Texas,1994,376212.5,18564062,20266,48.0,13557440.333333334,9395665.416666666,69.31666666666666,8778679.666666666,64.75833333333334,616985.75,6.566666666666666
Texas,1993,356047.5,18161612,19604,48.0,13293974.166666666,9167770.583333334,68.95833333333333,8506125.916666666,63.98333333333333,661644.6666666666,7.216666666666666
Texas,1992,336384.6,17759738,18941,48.0,13035341.333333334,8999534.333333334,69.05,8307879.75,63.74166666666667,691654.5833333334,7.683333333333334
Texas,1991,311648.5,17398005,17913,48.0,12807208.333333334,8770370.416666666,68.46666666666667,8158812.583333333,63.708333333333336,611557.8333333334,6.983333333333333
Texas,1990,297664.4,17056755,17451,48.0,12604401.666666666,8607913.166666666,68.29166666666667,8058486.583333333,63.93333333333333,549426.5833333334,6.383333333333333
Texas,1989,275613.3,16806729,16399,48.0,12216000.0,8452252.0,69.19166666666666,7885072.0,64.55833333333334,567180.0,6.7250000000000005
Texas,1987,242766.1,16621767,14605,48.0,12017083.333333334,8275364.416666667,68.86666666666666,7570807.416666667,63.01666666666667,704557.0,8.508333333333333
Texas,1986,238841.0,16561103,14422,48.0,11939500.0,8174323.0,68.46666666666667,7457629.083333333,62.46666666666667,716693.9166666666,8.75
Texas,1983,198102.2,15751674,12577,48.0,11286166.666666666,7629980.916666667,67.60833333333333,7015877.416666667,62.14166666666667,614103.5,8.058333333333334
Texas,1982,185427.4,15331408,12095,48.0,10960166.666666666,7361656.083333333,67.15833333333333,6852355.666666667,62.51666666666667,509300.4166666667,6.8999999999999995
Texas,1979,124674.9,13887312,8978,48.0,9870750.0,6491684.0,65.76666666666667,6205399.666666667,62.88333333333333,286284.3333333333,4.416666666666667
Texas,1981,168206.0,14746318,11407,48.0,10555416.666666666,7078838.833333333,67.06666666666666,6700097.5,63.46666666666667,378741.3333333333,5.3500000000000005
Texas,1978,108293.3,13497726,8023,48.0,9535416.666666666,6229366.916666667,65.325,5924924.416666667,62.14166666666667,304442.5,4.866666666666666
Texas,1977,93978.6,13191790,7124,48.0,9243166.666666666,5961241.5,64.49166666666666,5638432.833333333,60.98333333333333,322808.6666666667,5.433333333333334
Texas,1976,84227.6,12903268,6528,48.0,8957666.666666666,5709212.0,63.73333333333333,5376181.416666667,60.01666666666667,333030.5833333333,5.816666666666666
Utah,1988,22309.3,1689372,13206,49.0,1096750.0,759563.8333333334,69.25833333333334,721897.6666666666,65.825,37666.166666666664,4.958333333333333
Utah,2010,88940.5,2776094,32038,49.0,1970916.1666666667,1350136.9166666667,68.51666666666667,1242989.0833333333,63.09166666666667,107147.83333333333,7.933333333333334
Utah,1999,50670.0,2203482,22995,49.0,1554094.0833333333,1124002.75,72.325,1084629.25,69.79166666666667,39373.5,3.5083333333333333
Utah,2021,190468.3,3339284,57039,49.0,2486142.5833333335,1687781.3333333333,67.89166666666667,1641517.9166666667,66.01666666666667,46263.416666666664,2.7583333333333333
Utah,1995,38274.8,2014177,19003,49.0,1406486.5833333333,1018838.8333333334,72.43333333333334,983713.8333333334,69.95,35125.0,3.4333333333333336
Utah,1985,19059.8,1642910,11601,49.0,1062500.0,733308.9166666666,69.01666666666667,688925.75,64.83333333333333,44383.166666666664,6.05
Utah,2017,134546.7,3125784,43044,49.0,2260156.0,1554193.5,68.77499999999999,1505205.0,66.60000000000001,48988.5,3.1666666666666665
Utah,2006,78561.1,2525507,31107,49.0,1835540.0833333333,1333170.1666666667,72.625,1295189.1666666667,70.55,37981.0,2.8666666666666667
Utah,1984,17800.9,1622342,10972,49.0,1050083.3333333333,708097.5,67.425,661564.75,62.99166666666667,46532.75,6.566666666666666
Utah,1980,12318.4,1472595,8365,49.0,961666.6666666666,632196.1666666666,65.74166666666666,592580.3333333334,61.625,39615.833333333336,6.2749999999999995
Utah,1976,7463.6,1272365,5866,49.0,836416.6666666666,525405.0,62.81666666666666,495963.3333333333,59.291666666666664,29441.666666666668,5.608333333333333
Utah,1977,8440.5,1316421,6412,49.0,866000.0,546107.0833333334,63.074999999999996,517672.5,59.775,28434.583333333332,5.208333333333333
Utah,1978,9711.7,1364235,7119,49.0,896750.0,569333.75,63.49166666666667,547334.6666666666,61.01666666666667,21999.083333333332,3.8666666666666667
Utah,1981,13878.4,1515472,9158,49.0,989583.3333333334,649208.5,65.6,606022.75,61.25,43185.75,6.6499999999999995
Utah,1979,10970.2,1416094,7747,49.0,929083.3333333334,606839.1666666666,65.31666666666666,580109.25,62.44166666666666,26729.916666666668,4.3999999999999995
