State,Year,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
Rhode Island,2007,50.3,556.0,5869.0,59.8,40.8,-1.2,1.26,-0.43,-0.38,44.46
Rhode Island,2008,50.8,573.0,5735.0,60.2,41.4,0.8,0.8,0.04,0.97,56.7
Rhode Island,2009,49.8,434.0,5961.0,58.7,40.8,3.51,3.51,3.32,0.91,54.02
Rhode Island,2010,52.0,714.0,5434.0,61.2,42.7,2.26,2.26,0.3,0.35,53.32
Rhode Island,2011,51.6,639.0,5479.0,60.9,42.4,1.93,1.93,0.91,1.0,57.53
Rhode Island,2012,52.9,620.0,5005.0,62.1,43.6,0.67,-1.01,0.14,-0.53,41.13
Rhode Island,2013,50.7,633.0,5827.0,59.9,41.4,-0.32,1.46,0.88,-0.32,43.17
Rhode Island,2014,49.7,492.0,6021.0,59.2,40.3,-0.38,-0.38,-0.38,0.09,47.24
Rhode Island,2015,50.4,640.0,5880.0,60.3,40.6,-1.5,-1.5,-1.5,-0.72,40.88
Rhode Island,2016,52.2,721.0,5354.0,61.9,42.5,-2.55,-2.55,-2.55,-0.64,41.26
Rhode Island,2017,51.5,531.0,5428.0,60.6,42.4,-0.58,0.81,-0.17,0.23,49.11
Rhode Island,2018,51.6,761.0,5639.0,60.3,42.8,-1.33,-1.33,-1.33,1.24,63.18
Rhode Island,2019,50.6,624.0,5841.0,59.7,41.5,3.5,3.5,3.5,1.08,57.11
Rhode Island,2020,52.8,756.0,5184.0,62.1,43.5,-2.11,-2.11,-2.11,-0.47,44.52
Rhode Island,2021,52.5,708.0,5220.0,61.5,43.5,1.79,1.79,1.79,0.36,49.85
Rhode Island,2022,52.1,731.0,5413.0,61.8,42.4,-2.56,-2.56,-2.56,-0.19,47.01
Rhode Island,2023,52.7,577.0,5020.0,61.6,43.8,2.11,2.11,2.11,0.96,57.16
South Carolina,1974,63.0,1624.0,2398.0,74.8,51.2,1.18,1.18,1.18,0.32,47.93
South Carolina,1975,63.1,1805.0,2529.0,74.4,51.9,2.85,2.85,2.32,1.14,58.23
South Carolina,1976,60.9,1442.0,2995.0,73.0,48.9,1.54,1.54,0.84,0.78,51.61
South Carolina,1977,62.2,1987.0,3048.0,74.0,50.4,-2.19,-2.19,-2.19,-0.67,44.19
South Carolina,1978,61.6,1841.0,3126.0,73.2,49.9,-0.77,-0.77,-0.77,-0.6,41.1
South Carolina,1979,61.5,1593.0,2929.0,72.9,50.0,1.59,1.59,0.89,1.1,56.05
South Carolina,1980,61.9,1965.0,3129.0,73.6,50.1,-2.41,-2.41,-2.41,-0.38,45.05
South Carolina,1981,61.2,1754.0,3182.0,73.6,48.8,-2.38,-2.38,-2.0,-0.81,40.19
South Carolina,1982,62.7,1723.0,2623.0,73.7,51.7,1.21,1.21,0.68,0.39,50.24
South Carolina,1983,61.3,1754.0,3147.0,72.9,49.7,-2.44,-2.44,-2.44,0.25,52.24
South Carolina,1984,62.4,1702.0,2676.0,74.3,50.5,-0.3,2.64,2.22,0.12,47.65
South Carolina,1985,63.0,1852.0,2626.0,74.5,51.6,1.34,-1.28,0.48,-0.08,48.07
South Carolina,1986,64.1,2096.0,2490.0,75.7,52.4,0.95,-3.04,-1.9,-1.04,39.88
South Carolina,1987,62.3,1931.0,2942.0,74.0,50.7,-2.28,-2.28,-2.28,-0.15,47.63
South Carolina,1988,61.2,1676.0,3103.0,73.3,49.0,-2.29,-2.29,-2.29,-0.61,39.26
South Carolina,1989,62.3,1701.0,2753.0,73.3,51.2,1.88,1.88,1.88,0.93,53.95
South Carolina,1990,65.0,1987.0,2053.0,77.1,52.9,-2.42,-2.42,-2.4,-0.51,46.18
South Carolina,1991,63.8,1941.0,2442.0,74.7,52.8,3.09,3.09,3.09,0.3,50.92
South Carolina,1992,61.9,1571.0,2746.0,72.9,51.0,1.02,1.02,1.02,1.0,54.79
South Carolina,1993,62.6,2001.0,2930.0,74.1,51.1,-3.15,-3.15,-3.15,-0.63,44.12
South Carolina,1994,62.8,1673.0,2536.0,74.0,51.6,1.7,1.7,1.7,0.91,56.17
South Carolina,1995,62.5,1884.0,2832.0,73.7,51.3,2.81,2.81,2.58,0.74,54.41
South Carolina,1996,61.8,1752.0,2971.0,73.3,50.3,0.0,-0.99,-0.89,-0.1,46.0
South Carolina,1997,62.2,1598.0,2685.0,73.4,50.9,0.77,0.77,-0.31,0.91,53.87
South Carolina,1998,64.7,2156.0,2311.0,76.0,53.4,-1.88,1.46,-0.93,0.0,54.12
South Carolina,1999,63.4,1844.0,2472.0,75.3,51.4,-3.06,-3.06,-3.06,-0.39,44.14
South Carolina,2000,62.2,1876.0,2918.0,74.2,50.3,-3.07,-3.07,-3.07,-0.71,41.24
South Carolina,2001,63.3,1748.0,2427.0,75.3,51.3,-2.92,-2.92,-2.92,-1.52,34.72
South Carolina,2002,63.7,2067.0,2591.0,75.1,52.3,-4.82,-4.82,-4.82,-0.59,46.54
South Carolina,2003,62.4,1738.0,2744.0,73.2,51.5,0.01,3.88,3.84,0.9,55.19
South Carolina,2004,63.2,1946.0,2643.0,74.2,52.1,0.63,-1.17,-0.14,-0.24,45.85
South Carolina,2005,63.1,1937.0,2684.0,74.2,51.9,-0.04,1.11,0.95,0.08,47.51
South Carolina,2006,63.6,1855.0,2388.0,75.5,51.8,-1.75,-1.75,-1.75,-0.4,43.73
South Carolina,2007,64.3,2069.0,2350.0,76.4,52.1,-3.01,-3.01,-3.01,-1.61,34.9
South Carolina,2008,63.0,1860.0,2659.0,74.7,51.3,0.36,-3.13,-2.65,-0.31,45.77
South Carolina,2009,62.7,1875.0,2767.0,73.6,51.8,-1.02,-1.44,-0.83,0.29,50.56
South Carolina,2010,62.6,2297.0,3211.0,74.3,50.8,-2.02,-2.02,-2.02,-1.12,41.2
South Carolina,2011,64.1,2153.0,2515.0,76.1,52.1,-4.75,-4.75,-4.75,-1.54,38.21
South Carolina,2012,64.5,1980.0,2189.0,75.9,53.2,1.34,-2.06,-0.25,-0.51,43.77
South Carolina,2013,62.3,1686.0,2708.0,73.1,51.6,4.02,4.02,4.02,1.08,56.39
South Carolina,2014,62.2,1869.0,2938.0,73.6,50.8,-0.86,-0.86,-0.86,-0.03,47.03
South Carolina,2015,64.5,2144.0,2366.0,75.3,53.7,-2.14,-2.14,-2.14,0.68,60.66
South Carolina,2016,64.9,2308.0,2391.0,76.1,53.6,-2.09,-2.09,-2.09,-0.44,46.25
South Carolina,2017,65.1,2052.0,2089.0,76.3,53.8,-0.18,0.63,0.01,-0.25,46.57
South Carolina,2018,64.3,2258.0,2612.0,74.9,53.6,-0.62,-0.62,-0.62,0.69,57.3
South Carolina,2019,65.0,2300.0,2336.0,76.2,53.9,-1.95,-1.95,-1.95,-0.64,46.03
South Carolina,2020,64.6,1957.0,2164.0,75.0,54.2,2.46,2.46,2.46,1.08,59.87
South Carolina,2021,63.7,1868.0,2373.0,74.8,52.7,0.91,1.68,1.0,-0.09,47.47
South Carolina,2022,63.8,1991.0,2502.0,75.0,52.6,-1.41,-1.41,-1.34,-0.44,45.43
South Carolina,2023,64.3,1827.0,2141.0,75.4,53.2,1.55,1.55,1.55,0.39,51.63
South Dakota,1974,46.0,664.0,7559.0,59.3,32.6,-2.2,-2.2,-2.2,-1.24,13.05
South Dakota,1975,44.0,737.0,8222.0,56.0,31.9,-0.59,0.59,-0.53,0.09,18.34
South Dakota,1976,46.2,847.0,7709.0,59.7,32.6,-4.17,-4.17,-4.17,-1.55,12.77
South Dakota,1977,45.6,757.0,7735.0,57.5,33.6,0.58,-1.48,-0.37,1.0,25.04
South Dakota,1978,42.2,686.0,8835.0,54.1,30.2,4.93,4.93,4.93,0.87,18.94
South Dakota,1979,42.6,600.0,8670.0,54.9,30.3,3.22,3.22,3.22,0.46,18.44
South Dakota,1980,46.2,782.0,7586.0,59.3,33.2,-3.6,-3.6,-3.04,-1.35,14.71
South Dakota,1981,47.5,672.0,6976.0,60.3,34.7,-3.95,-3.95,-3.63,-1.17,17.41
South Dakota,1982,43.0,597.0,8452.0,54.7,31.3,3.0,3.0,3.0,1.84,25.0
South Dakota,1983,45.0,861.0,8151.0,56.4,33.6,5.27,5.27,5.27,1.37,19.39
South Dakota,1984,45.1,659.0,7908.0,56.9,33.2,5.46,5.46,5.46,1.36,21.34
South Dakota,1985,42.9,550.0,8487.0,55.3,30.5,0.51,-1.23,-0.45,0.11,18.5
South Dakota,1986,45.8,623.0,7453.0,57.1,34.5,4.64,4.64,4.64,1.93,25.22
South Dakota,1987,48.6,778.0,6660.0,60.9,36.2,-1.1,2.67,0.91,0.11,17.38
South Dakota,1988,46.7,1005.0,7635.0,60.0,33.4,-4.91,-4.91,-4.91,-1.46,15.34
South Dakota,1989,44.3,731.0,8150.0,56.9,31.7,-4.22,-4.22,-4.22,-0.8,16.27
South Dakota,1990,46.9,695.0,7214.0,59.8,34.0,-1.97,-1.97,-1.72,-0.76,17.31
South Dakota,1991,46.8,797.0,7362.0,58.7,34.8,-0.38,1.11,0.41,0.15,21.24
South Dakota,1992,45.6,345.0,7397.0,57.4,33.8,2.28,2.28,2.28,0.28,19.83
South Dakota,1993,42.3,408.0,8531.0,53.4,31.2,7.31,7.31,7.31,2.48,25.43
South Dakota,1994,44.9,598.0,7802.0,56.7,33.0,4.27,4.27,4.27,0.9,18.9
South Dakota,1995,44.7,686.0,8007.0,55.8,33.6,6.64,6.64,6.64,2.27,25.46
South Dakota,1996,41.6,553.0,8896.0,53.0,30.2,4.2,4.2,3.65,1.98,22.91
South Dakota,1997,44.8,641.0,7969.0,56.2,33.4,7.99,7.99,7.99,1.83,21.12
South Dakota,1998,47.4,749.0,7067.0,58.6,36.2,5.05,5.05,5.05,1.72,24.87
South Dakota,1999,47.8,654.0,6865.0,60.1,35.6,7.44,7.44,7.44,1.53,21.61
South Dakota,2000,46.0,725.0,7563.0,58.4,33.5,2.2,2.2,1.07,0.25,19.12
South Dakota,2001,46.5,781.0,7458.0,58.4,34.6,-0.61,2.78,2.0,0.68,20.18
South Dakota,2002,46.2,862.0,7605.0,58.6,33.8,-3.48,-3.48,-2.93,-1.21,14.3
South Dakota,2003,46.1,721.0,7529.0,58.4,33.7,-2.98,-2.98,-2.98,-0.65,17.13
South Dakota,2004,46.3,495.0,7187.0,58.6,34.0,-0.41,-2.1,-2.01,0.03,20.79
South Dakota,2005,47.3,813.0,7158.0,59.6,35.0,-0.31,0.85,0.17,0.17,20.7
South Dakota,2006,48.1,837.0,6917.0,60.6,35.7,0.15,-3.32,-3.08,-0.78,15.93
South Dakota,2007,46.8,857.0,7421.0,58.8,34.8,1.17,1.17,1.17,0.52,22.94
South Dakota,2008,43.8,627.0,8267.0,56.0,31.7,2.91,2.91,2.91,1.54,23.67
South Dakota,2009,43.6,464.0,8099.0,55.1,32.1,6.05,6.05,6.05,2.22,22.59
South Dakota,2010,45.1,726.0,7737.0,56.3,33.9,8.42,8.42,8.42,2.37,24.68
South Dakota,2011,44.8,748.0,7885.0,56.3,33.2,8.85,8.85,8.85,1.74,22.13
South Dakota,2012,49.3,1006.0,6568.0,62.7,35.9,-4.24,-4.24,-4.24,-1.62,14.58
South Dakota,2013,44.0,695.0,8285.0,55.7,32.4,2.27,2.27,2.27,1.6,24.94
South Dakota,2014,43.7,518.0,8178.0,55.7,31.7,6.68,6.68,6.68,1.54,20.19
South Dakota,2015,47.5,690.0,7002.0,59.8,35.2,4.71,4.71,4.71,0.92,22.78
South Dakota,2016,48.4,783.0,6806.0,60.5,36.1,2.38,2.38,1.95,0.4,20.68
South Dakota,2017,46.8,694.0,7218.0,59.1,34.5,0.69,-1.28,-0.29,-0.4,17.63
South Dakota,2018,44.1,756.0,8202.0,55.6,32.7,1.52,1.52,1.52,1.02,23.25
South Dakota,2019,42.3,628.0,8627.0,52.8,31.9,9.15,9.15,9.15,3.87,31.39
South Dakota,2020,46.8,795.0,7376.0,59.1,34.4,6.58,6.58,6.58,0.59,16.17
South Dakota,2021,48.0,910.0,7036.0,60.6,35.5,-3.36,-3.36,-3.36,-0.73,18.15
South Dakota,2022,45.2,840.0,7954.0,58.1,32.2,-0.55,-0.55,-0.55,-0.3,16.99
South Dakota,2023,46.8,813.0,7353.0,58.8,34.8,2.31,2.31,2.31,1.09,23.3
Tennessee,1974,57.7,1064.0,3669.0,68.8,46.5,3.79,3.79,3.79,1.13,61.69
Tennessee,1975,57.8,1257.0,3821.0,68.8,46.8,2.68,2.68,1.75,1.05,62.4
Tennessee,1976,55.5,960.0,4387.0,67.6,43.4,1.23,1.23,0.39,0.04,47.5
Tennessee,1977,57.3,1527.0,4298.0,68.8,45.8,-0.87,-1.3,-1.24,0.43,56.2
Tennessee,1978,56.2,1397.0,4554.0,67.7,44.7,0.8,0.8,0.8,-0.24,49.89
Tennessee,1979,55.8,1116.0,4386.0,66.6,45.1,3.63,3.63,3.63,1.69,66.08
Tennessee,1980,57.3,1572.0,4342.0,68.8,45.6,-1.88,-1.88,-1.88,-0.81,44.78
Tennessee,1981,56.7,1264.0,4265.0,68.2,45.1,1.13,-1.06,0.57,-0.07,46.51
Tennessee,1982,57.6,1234.0,3864.0,68.7,46.5,0.83,0.83,0.83,0.55,57.73
Tennessee,1983,56.7,1362.0,4342.0,67.8,45.5,-1.73,0.73,-1.52,0.2,54.98
Tennessee,1984,57.5,1210.0,3900.0,68.9,46.1,1.64,1.64,1.19,0.54,56.07
Tennessee,1985,57.3,1286.0,4048.0,68.1,46.4,1.07,-0.59,1.02,-0.54,43.19
Tennessee,1986,58.8,1507.0,3711.0,70.1,47.6,-3.07,-3.07,-3.07,-0.79,45.15
Tennessee,1987,58.4,1508.0,3881.0,70.1,46.6,-3.09,-3.09,-3.09,-1.05,43.03
Tennessee,1988,56.7,1331.0,4304.0,69.0,44.5,-3.8,-3.8,-3.8,-0.56,46.38
Tennessee,1989,56.6,1139.0,4152.0,67.3,45.9,4.0,4.0,4.0,1.62,65.53
Tennessee,1990,59.4,1313.0,3308.0,71.1,47.8,1.12,1.12,-0.35,0.53,60.64
Tennessee,1991,59.1,1467.0,3564.0,69.8,48.4,1.94,1.94,1.21,0.51,60.41
Tennessee,1992,57.0,1018.0,3899.0,67.6,46.4,2.02,2.02,2.02,0.34,49.64
Tennessee,1993,57.2,1389.0,4172.0,68.1,46.2,-1.48,-1.48,-1.48,-0.4,48.25
Tennessee,1994,57.6,1160.0,3808.0,68.8,46.5,3.43,3.43,3.43,1.17,61.91
Tennessee,1995,57.4,1362.0,4053.0,68.7,46.2,0.83,0.83,0.83,0.22,52.15
Tennessee,1996,56.6,1210.0,4233.0,67.5,45.6,1.92,1.92,1.92,1.14,60.07
Tennessee,1997,56.8,1126.0,4048.0,67.6,46.0,3.41,3.41,2.73,0.67,56.51
Tennessee,1998,60.2,1632.0,3347.0,70.8,49.5,-0.08,3.45,3.31,0.35,57.57
Tennessee,1999,59.3,1446.0,3494.0,71.4,47.2,-1.21,-1.21,-1.21,-0.77,46.05
Tennessee,2000,58.0,1426.0,3931.0,69.5,46.5,-2.26,-2.26,-2.08,-0.73,45.02
Tennessee,2001,58.3,1271.0,3696.0,69.6,46.9,0.82,-0.97,0.32,0.39,54.0
Tennessee,2002,58.7,1553.0,3782.0,69.6,47.8,-1.36,-1.36,-1.36,0.49,59.22
Tennessee,2003,57.5,1224.0,3906.0,68.1,46.9,3.91,3.91,3.91,1.25,61.76
Tennessee,2004,58.5,1290.0,3600.0,69.0,48.0,2.85,2.85,2.85,1.06,61.25
Tennessee,2005,58.8,1481.0,3717.0,69.9,47.6,0.91,1.94,1.24,-0.66,44.68
Tennessee,2006,58.9,1403.0,3566.0,70.3,47.5,-1.82,-1.82,-1.82,-0.25,48.87
Tennessee,2007,59.9,1739.0,3497.0,71.9,48.1,-4.96,-4.96,-4.96,-1.76,37.72
Tennessee,2008,57.6,1336.0,3972.0,69.1,46.2,-2.2,-2.2,-1.81,-0.32,49.77
Tennessee,2009,57.6,1245.0,3907.0,68.1,47.1,2.04,2.04,2.04,1.11,60.28
Tennessee,2010,57.9,1777.0,4294.0,69.2,46.7,-0.63,1.08,-0.16,-0.47,49.65
Tennessee,2011,58.9,1518.0,3673.0,69.9,47.9,0.6,0.6,-1.39,0.86,62.59
Tennessee,2012,60.3,1553.0,3190.0,71.9,48.8,-2.7,-2.7,-2.7,-0.76,46.89
Tennessee,2013,57.1,1215.0,4040.0,67.4,46.8,3.92,3.92,3.92,1.35,63.27
Tennessee,2014,56.6,1272.0,4284.0,67.5,45.8,2.58,2.58,2.58,0.56,53.53
Tennessee,2015,59.0,1460.0,3569.0,69.7,48.3,2.4,2.4,2.4,0.72,59.16
Tennessee,2016,60.3,1764.0,3437.0,71.7,48.9,-0.36,0.93,-0.06,-0.8,47.04
Tennessee,2017,60.0,1368.0,3167.0,70.8,49.1,2.0,2.0,2.0,0.56,56.22
Tennessee,2018,59.1,1722.0,3844.0,69.2,49.0,2.44,2.44,2.31,1.37,67.14
Tennessee,2019,59.8,1651.0,3483.0,70.7,49.0,4.55,4.55,4.55,1.28,66.92
Tennessee,2020,59.3,1391.0,3432.0,69.7,48.9,4.64,4.64,4.64,1.3,65.73
Tennessee,2021,59.0,1399.0,3503.0,69.7,48.4,3.79,3.79,3.79,0.9,58.78
Tennessee,2022,58.5,1519.0,3820.0,70.0,47.1,-0.43,1.64,0.66,0.01,54.81
Tennessee,2023,60.0,1362.0,3154.0,71.1,48.8,1.93,1.93,1.93,-0.2,48.79
Texas,1974,64.5,2443.0,1915.0,76.9,52.1,1.67,-0.91,1.22,0.62,31.88
Texas,1975,63.8,2333.0,1968.0,76.4,51.1,5.2,5.2,5.2,0.85,27.27
Texas,1976,62.8,2119.0,2252.0,75.4,50.2,0.6,0.6,-0.35,0.23,30.65
Texas,1977,65.3,2820.0,2102.0,77.9,52.6,-0.91,1.07,-0.32,-0.4,22.64
Texas,1978,63.8,2746.0,2524.0,75.7,51.8,0.14,-3.11,-2.89,-0.57,25.69
Texas,1979,62.9,2311.0,2445.0,75.1,50.7,4.8,4.8,4.8,1.3,30.99
Texas,1980,65.0,2799.0,2129.0,77.6,52.3,-2.36,-2.36,-2.36,-0.56,24.37
Texas,1981,65.0,2586.0,1914.0,76.9,53.1,2.04,2.04,2.04,0.53,32.18
Texas,1982,64.7,2630.0,1998.0,76.7,52.6,-0.64,0.57,-0.61,0.07,26.68
Texas,1983,63.4,2370.0,2394.0,75.5,51.2,-0.1,1.46,1.24,0.29,25.75
Texas,1984,64.8,2630.0,1919.0,77.1,52.5,-2.82,-2.82,-2.82,-0.34,26.18
Texas,1985,64.4,2724.0,2215.0,76.2,52.5,1.61,1.61,0.67,0.72,29.88
Texas,1986,65.5,2705.0,1818.0,77.2,53.8,0.59,0.59,0.59,0.55,33.53
Texas,1987,63.8,2440.0,2061.0,76.0,51.6,5.39,5.39,5.39,1.32,30.36
Texas,1988,64.3,2558.0,2040.0,77.3,51.3,-1.23,-1.23,-1.23,-0.82,20.96
Texas,1989,64.3,2482.0,2158.0,76.9,51.6,-0.76,-0.76,0.23,-0.47,25.24
Texas,1990,65.6,2714.0,1701.0,77.8,53.4,0.36,0.9,0.44,0.31,31.44
Texas,1991,64.8,2598.0,1934.0,76.4,53.1,1.95,1.95,1.95,1.34,37.2
Texas,1992,64.4,2378.0,1875.0,76.2,52.7,6.27,6.27,6.27,1.67,33.6
Texas,1993,64.1,2480.0,2137.0,76.2,51.9,-0.46,3.59,3.01,0.61,27.37
Texas,1994,65.6,2597.0,1793.0,77.8,53.3,-1.33,-1.33,-1.33,0.01,29.31
Texas,1995,65.2,2570.0,1806.0,77.6,52.8,2.81,2.81,2.81,0.52,27.68
Texas,1996,65.4,2735.0,1915.0,78.4,52.5,1.43,-2.86,-1.18,-1.1,24.6
Texas,1997,63.9,2519.0,2148.0,75.6,52.2,3.8,3.8,3.78,1.35,34.19
Texas,1998,67.0,3196.0,1728.0,79.3,54.8,0.51,-2.94,-2.29,-0.19,27.99
Texas,1999,66.6,2835.0,1506.0,79.6,53.6,-0.57,0.92,-0.02,-0.62,22.05
Texas,2000,66.5,3004.0,1807.0,78.8,54.1,-5.32,-5.32,-5.32,-0.87,27.83
Texas,2001,65.7,2724.0,1905.0,77.5,53.8,-1.1,1.3,-0.39,0.33,29.11
Texas,2002,65.0,2690.0,2004.0,76.9,53.1,0.36,-1.15,-0.42,0.3,30.65
Texas,2003,65.5,2690.0,1895.0,77.7,53.3,-1.26,-1.26,-0.95,-0.44,24.2
Texas,2004,65.2,2672.0,1774.0,76.5,54.0,3.37,3.37,3.37,1.69,39.36
Texas,2005,66.0,2828.0,1707.0,78.5,53.5,-0.37,2.17,1.24,-0.56,22.2
Texas,2006,67.1,3000.0,1520.0,80.1,54.1,-5.28,-5.28,-5.28,-1.43,25.13
Texas,2007,64.8,2596.0,1855.0,76.5,53.2,7.7,7.7,7.7,2.05,36.2
Texas,2008,65.5,2717.0,1795.0,78.7,52.3,-1.82,-1.82,-0.49,-0.97,23.8
Texas,2009,65.8,2837.0,1846.0,78.5,53.0,-4.7,-4.7,-4.7,-0.76,28.54
Texas,2010,65.1,2878.0,2149.0,77.5,52.7,-0.46,2.38,1.75,0.27,27.81
Texas,2011,67.3,3370.0,1827.0,80.9,53.8,-7.86,-7.86,-7.86,-2.66,14.7
Texas,2012,67.8,3096.0,1411.0,80.6,54.9,-4.01,-4.01,-4.01,-0.97,24.1
Texas,2013,65.1,2746.0,2014.0,77.6,52.6,-4.67,-4.67,-4.67,-0.77,26.02
Texas,2014,64.9,2683.0,2088.0,77.2,52.6,-3.2,-3.2,-3.2,-0.8,24.01
Texas,2015,65.8,2908.0,1858.0,77.4,54.2,4.19,4.19,3.64,2.08,41.23
Texas,2016,67.2,3061.0,1501.0,79.1,55.2,5.75,5.75,5.75,0.84,32.1
Texas,2017,67.3,2944.0,1337.0,79.7,54.9,2.47,2.47,2.47,-0.16,30.28
Texas,2018,66.0,3015.0,1984.0,78.1,53.9,-3.69,-3.69,-3.69,0.31,33.72
Texas,2019,65.9,2932.0,1879.0,78.0,53.8,-0.62,3.86,3.1,0.37,26.86
Texas,2020,66.9,2961.0,1549.0,79.5,54.2,-2.48,-2.48,-2.48,-0.78,26.17
Texas,2021,66.2,2816.0,1643.0,78.3,54.1,2.53,2.53,2.53,-0.18,28.79
Texas,2022,66.5,3224.0,1949.0,79.4,53.5,-5.08,-5.08,-4.14,-1.7,21.24
Texas,2023,68.1,3379.0,1474.0,80.5,55.6,-4.65,-4.65,-4.65,-1.19,23.98
Utah,1974,47.7,449.0,7358.0,60.8,34.6,-3.23,-3.23,-3.23,-1.05,9.73
Utah,1975,45.7,338.0,8040.0,58.3,33.2,-0.09,3.16,2.99,0.75,13.67
Utah,1976,47.5,374.0,7517.0,61.1,33.9,-1.5,-1.5,-1.5,-0.96,9.18
Utah,1977,48.9,463.0,7067.0,62.2,35.7,-4.85,-4.85,-4.76,-1.79,10.89
Utah,1978,47.9,366.0,7312.0,60.1,35.6,1.12,1.12,0.03,1.03,17.1
Utah,1979,46.6,439.0,7652.0,59.5,33.8,-0.33,2.32,1.77,0.31,11.78
Utah,1980,48.5,391.0,7105.0,61.0,35.9,3.66,3.66,3.42,1.46,17.33
Utah,1981,50.0,513.0,6645.0,62.5,37.5,-2.62,-2.62,-2.62,-0.43,15.23
Utah,1982,46.4,378.0,7949.0,58.2,34.6,2.66,2.66,2.66,1.77,17.64
Utah,1983,47.8,381.0,7333.0,59.1,36.5,7.27,7.27,7.27,2.44,20.07
Utah,1984,45.9,385.0,8226.0,57.9,33.8,6.7,6.7,6.7,1.52,15.73
Utah,1985,47.0,449.0,7962.0,59.4,34.6,3.12,3.12,2.11,0.8,14.8
Utah,1986,49.3,445.0,6923.0,61.6,37.0,3.02,3.02,3.02,0.59,15.01
Utah,1987,48.4,386.0,7007.0,60.9,35.9,0.65,-0.85,0.23,-0.22,14.79
Utah,1988,48.5,577.0,7197.0,61.5,35.4,-0.96,-0.96,-0.96,-0.52,11.18
Utah,1989,48.6,488.0,7241.0,61.9,35.2,-3.62,-3.62,-3.62,-1.62,9.04
Utah,1990,48.7,529.0,7139.0,61.5,35.9,-5.34,-5.34,-5.34,-1.35,12.15
Utah,1991,47.5,461.0,7497.0,59.9,35.1,-2.5,-2.5,-2.28,-0.21,13.51
Utah,1992,49.0,442.0,6823.0,61.5,36.4,-2.41,-2.41,-2.41,-0.73,13.0
Utah,1993,46.8,242.0,7713.0,59.2,34.4,3.08,3.08,3.08,1.16,15.64
Utah,1994,49.7,657.0,6861.0,62.4,36.9,-3.07,-3.07,-3.07,-0.56,13.12
Utah,1995,49.2,388.0,6861.0,61.9,36.4,5.69,5.69,5.69,1.24,15.55
Utah,1996,49.6,548.0,6975.0,62.6,36.6,-3.11,-3.11,-3.11,-0.34,14.18
Utah,1997,48.2,436.0,7231.0,60.6,35.7,3.6,3.6,3.6,1.37,16.8
Utah,1998,48.3,482.0,7203.0,60.5,36.1,4.94,4.94,4.94,1.48,17.4
Utah,1999,49.2,427.0,6841.0,62.5,35.8,3.63,3.63,3.63,-0.14,12.43
Utah,2000,50.2,633.0,6748.0,62.9,37.5,-3.79,-3.79,-3.75,-0.73,13.53
Utah,2001,50.0,652.0,6783.0,63.0,37.0,-2.15,-2.15,-2.15,-0.76,11.69
Utah,2002,48.8,609.0,7318.0,62.3,35.4,-6.6,-6.6,-6.6,-1.7,9.04
Utah,2003,50.6,687.0,6602.0,63.5,37.7,-4.93,-4.93,-4.93,-1.27,11.53
Utah,2004,48.7,433.0,7078.0,61.1,36.3,-3.11,-3.11,-3.11,0.23,15.27
Utah,2005,49.3,467.0,6908.0,61.9,36.7,5.23,5.23,5.23,1.46,16.68
Utah,2006,49.2,576.0,7002.0,62.2,36.1,-2.1,-2.1,-2.1,-0.18,14.41
Utah,2007,49.9,693.0,6813.0,63.3,36.5,-3.51,-3.51,-3.51,-1.22,11.28
Utah,2008,48.1,522.0,7454.0,61.4,34.8,-1.79,-1.79,-1.31,-0.35,11.66
Utah,2009,48.4,457.0,7262.0,61.5,35.3,-1.71,-1.71,-1.71,-0.58,11.8
Utah,2010,48.3,462.0,7171.0,60.9,35.8,0.82,0.82,0.82,0.87,17.23
Utah,2011,47.6,486.0,7507.0,60.4,34.9,5.7,5.7,5.7,1.37,14.71
Utah,2012,50.9,643.0,6383.0,64.3,37.6,-4.59,-4.59,-4.59,-1.69,10.69
Utah,2013,47.8,606.0,7486.0,60.5,35.1,-4.17,-4.17,-4.17,-0.69,13.21
Utah,2014,50.4,505.0,6510.0,63.2,37.7,-2.75,-2.75,-1.51,-0.83,13.33
Utah,2015,50.7,559.0,6286.0,63.3,38.2,-2.22,-2.22,-1.56,-0.59,15.41
Utah,2016,50.2,596.0,6549.0,62.9,37.5,-2.15,-2.15,-2.15,-0.36,14.04
Utah,2017,50.7,624.0,6641.0,63.7,37.7,-0.76,-0.76,-0.76,-0.25,12.83
Utah,2018,50.4,692.0,6725.0,63.3,37.5,-5.67,-5.67,-5.67,-1.56,11.58
Utah,2019,47.9,508.0,7436.0,60.2,35.5,-0.69,3.87,3.04,1.42,16.94
Utah,2020,50.4,653.0,6693.0,63.9,36.8,-3.81,-3.81,-3.81,-1.83,7.24
Utah,2021,50.7,739.0,6551.0,63.7,37.7,-5.11,-5.11,-4.44,-1.13,13.55
